id,code,structure,pattern,pinyin,english,review,example,exampleTranslation,url
72,2.03.2,一下,,yīxià ,once (quickly/easily),,你去给老师送一下报纸。,Go and deliver the newspaper to your teacher.,https://chinesezerotohero.teachable.com/courses/191818/lectures/2949030
73,2.03.3,真,,zhēn ,"very, truly",,牛奶真好喝啊！,The milk is so tasty!,https://chinesezerotohero.teachable.com/courses/191818/lectures/2949033
74,2.04.1,O 是 S V 的,,O shì S V de ,it’s S who V’ed O,,这本书是我买的。,(It’s) I (who) bought the book.,https://chinesezerotohero.teachable.com/courses/191818/lectures/2949035
75,2.04.2,……的时候,,…… de shíhou ,the time when …,,我18岁的时候来过北京。,I’ve come to Beijing when I was 18.,https://chinesezerotohero.teachable.com/courses/191818/lectures/2949037
76,2.04.3,已经 V/A 了,,yǐjīng V/A le ,already V/A,,我已经工作两年多了。,I already worked for over two years.,https://chinesezerotohero.teachable.com/courses/191818/lectures/2949036
77,2.05.1,就,,jiù ,just V then,,你不想去，就在家休息吧。,"If you don't want to go, just rest at home then.",https://chinesezerotohero.teachable.com/courses/191818/lectures/2949040
78,2.05.2,还 A,,hái A ,somewhat A,,昨天的考试还好。,Yesterday’s test was so-so (lit. somewhat OK).,https://chinesezerotohero.teachable.com/courses/191818/lectures/2949041
79,2.05.3,有点儿 A,,yǒudiǎnr A ,a bit A,,今天天气有点儿冷。,It's a bit cold today.,https://chinesezerotohero.teachable.com/courses/191818/lectures/2949042
80,2.06.1,怎么,,zěnme ,how come,,你怎么不高兴?,How come you’re unhappy?,https://chinesezerotohero.teachable.com/courses/191818/lectures/2949048
81,2.06.2,N M M 都,,N M M dōu ,every N,,同学个个都很高兴。,Every student is very happy.,https://chinesezerotohero.teachable.com/courses/191818/lectures/2949045
82,2.06.3,因为……所以……,,yīnwèi…… suǒyǐ…… ,because… so…,,因为不好吃，所以我不吃。,"Because it’s not tasty, so I won’t eat it.",https://chinesezerotohero.teachable.com/courses/191818/lectures/2949046
83,2.07.1,还 V,,hái V ,still V-ing,,八点了，他还在睡觉。,"It’s 8, he’s still sleeping.",https://chinesezerotohero.teachable.com/courses/191818/lectures/2949051
84,2.07.1,还没 V,,hái méi V ,still haven’t V’ed,,你怎么还没吃饭？,How come you still haven’t eaten?,https://chinesezerotohero.teachable.com/courses/191818/lectures/2949051
85,2.07.2,TIME 就 V,,TIME jiù V ,V as early as TIME,,同学们七点半就来教室了。,The students got to the classroom as early as 7:30.,https://chinesezerotohero.teachable.com/courses/191818/lectures/2949052
86,2.07.3,N1 离 N2 DISTANCE,,N1 lí N2 DISTANCE,N1 is DISTANCE away from N2,,学校离机场20多公里。,The school is over 20 km away from the airport.,https://chinesezerotohero.teachable.com/courses/191818/lectures/2949050
87,2.07.4,……呢!,,…… ne! ,(adding emphasis),,他还在学习呢！,He is still studying!,https://chinesezerotohero.teachable.com/courses/191818/lectures/2949053
88,2.08.1,……好吗?,,…… hǎo ma? ,…okay?,,你明天下午给我打电话好吗？,"Call me tomorrow afternoon, okay?",https://chinesezerotohero.teachable.com/courses/191818/lectures/2949057
89,2.08.2,再 V,,zài V ,again,,你再看一下这本书吧。,Take another look at this book.,https://chinesezerotohero.teachable.com/courses/191818/lectures/2949056
90,2.08.2,再 V,,zài V ,then,,让我想想再告诉你。,"Let me think about it, then I’ll let you know.",https://chinesezerotohero.teachable.com/courses/191818/lectures/2949056
91,2.08.2,TIME 再 V,,TIME zài V ,V only until TIME,,我明天再去。,I’ll go (only until) tomorrow.,https://chinesezerotohero.teachable.com/courses/191818/lectures/2949056
92,2.08.3,请/让/叫 O V,,qǐng/ ràng/ jiào O V ,invite/let/ask O to V,,我请你吃饭。,I’m inviting you to have a meal.,https://chinesezerotohero.teachable.com/courses/191818/lectures/2949058
93,2.08.4,V V,,V V ,V for a bit,,你看看这几件衣服。,Take a look at these clothes.,https://chinesezerotohero.teachable.com/courses/191818/lectures/2949059
94,2.08.4,V一V,,V yīV ,V for a bit,,你看一看这几件衣服。,Take a look at these clothes.,https://chinesezerotohero.teachable.com/courses/191818/lectures/2949059
95,2.09.1,V result,,V result ,(result complements),,我看到你的女朋友了。,I saw your girlfriend.,https://chinesezerotohero.teachable.com/courses/191830/lectures/2949092
96,2.09.1,没 V result,,méi V result ,(result complements),,我没看到你的女朋友。,I didn’t see your girlfriend.,https://chinesezerotohero.teachable.com/courses/191830/lectures/2949092
97,2.09.2,从 N1 到 N2,,cóng N1 dào N2,from N1 to N2,,从老人到孩子都喜欢吃苹果。,"From old to young, all like to eat apples.",https://chinesezerotohero.teachable.com/courses/191830/lectures/2949088
98,2.09.3,第 # M N,,dì # M N ,#-th N,,第四件事情还没做。,We haven't done the fourth thing yet.,https://chinesezerotohero.teachable.com/courses/191830/lectures/2949090
99,2.10.1,不要/别 V,,bùyào/ bié V ,don’t do V,,不要/别玩儿手机！,Don’t play with your phone!,https://chinesezerotohero.teachable.com/courses/191830/lectures/2949093
100,2.10.1,不要/别 V 了,,bùyào/ bié V le ,stop doing V,,不要/别玩儿手机了！,Stop playing with your phone!,https://chinesezerotohero.teachable.com/courses/191830/lectures/2949093
101,2.10.2,对 N A,,duì N A ,Is A for N,,学汉语对在中国工作有帮助。,Learning Chinese is helpful for working in China.,https://chinesezerotohero.teachable.com/courses/191830/lectures/2949094
102,2.11.1,S V 的 N,,S V de N ,the N which S V’ed,,我妈妈做的饭非常好吃。,The food that mom makes is very delicious.,https://chinesezerotohero.teachable.com/courses/191830/lectures/2949099
103,2.11.2,N1 比 N2 A,,N1 bǐ N2 A,N2 is more A than N1,,哥哥比姐姐高。,My (older) brother is taller than my (older) sister.,https://chinesezerotohero.teachable.com/courses/191830/lectures/2949098
104,2.11.2,N1 没有 N2 A,,N1 méiyǒu N2 A,N2 is not as A than N1,,哥哥没有姐姐高。,My (older) brother is not as tall as my (older) sister.,https://chinesezerotohero.teachable.com/courses/191830/lectures/2949098
105,2.11.3,可能,,kěnéng ,probably,,她可能不会唱歌。,Maybe she cannot sing.,https://chinesezerotohero.teachable.com/courses/191830/lectures/2949097
106,2.12.1,V 得 A,,V dé A ,(using adverbs),,我跑得很快。,I run very quickly.,https://chinesezerotohero.teachable.com/courses/191830/lectures/2949102
107,2.12.1,V O V 得 A,,V O V dé A ,(using adverbs),,姐姐唱歌唱得很好。,My (older) sister sings brilliantly.,https://chinesezerotohero.teachable.com/courses/191830/lectures/2949102
108,2.12.2,V (O V) 得 比 N A,,V (O V) dé bǐ N A ,V (O) more A than N,,他学(汉语学)得比我快。,He learns (Chinese) more quickly than I do.,https://chinesezerotohero.teachable.com/courses/191830/lectures/2949103
109,2.12.2,比 N V (O V) 得 A,,bǐ N V (O V) dé A ,V (O) more A than N,,他比我学(汉语学)得快。,He learns (Chinese) more quickly than I do.,https://chinesezerotohero.teachable.com/courses/191830/lectures/2949103
110,2.13.1,V 着 O,,V zhe O ,V-ing O,,他们穿着西服。,They are wearing suites.,https://chinesezerotohero.teachable.com/courses/191830/lectures/2949107
111,2.13.1,没 V 着 O,,méi V zhe O ,not V-ing O,,他没拿着铅笔。,He’s not holding a pencil.,https://chinesezerotohero.teachable.com/courses/191830/lectures/2949107
112,2.13.2,N 不是……吗？,,N bùshì…… ma？ ,is N not…,,你不是北京人吗？,Aren’t you a Beijinger?,https://chinesezerotohero.teachable.com/courses/191830/lectures/2949108
113,2.13.3,往 DIRECTION V,,wǎng DIRECTION V ,V toward DIRECTION,,从这儿一直往东走。,Walk straight toward the east from here.,https://chinesezerotohero.teachable.com/courses/191830/lectures/2949106
114,2.14.1,V 过,,V guò ,V’ed before,,我去过中国。,I've been to China.,https://chinesezerotohero.teachable.com/courses/191830/lectures/2949111
115,2.14.1,没有 V 过,,méiyǒu V guò ,haven’t V’ed,,他们没有来过我家。,They have never been to my place.,https://chinesezerotohero.teachable.com/courses/191830/lectures/2949111
116,2.14.2,虽然……但是,,suīrán…… dànshì ,although…,,虽然是晴天，但是还是很冷。,"Even though it's sunny, it's still cold.",https://chinesezerotohero.teachable.com/courses/191830/lectures/2949113
117,2.14.3,V 过 # 次 O,,V guò # cì O ,V’ed O # times,,他们坐过三次飞机。,They have taken a plane three times.,https://chinesezerotohero.teachable.com/courses/191830/lectures/2949112
118,2.14.3,V 过 PLACE # 次,,V guò PLACE # cì ,V’ed to PLACE # times,,我们来过三次中国。,We have been to China three times.,https://chinesezerotohero.teachable.com/courses/191830/lectures/2949112
119,2.15.1,TIME (就) 要 V 了,,TIME ( jiù) yào V le ,about to V in TIME,,下个星期我们(就)要考试了。,We are about to have an exam in just a week.,https://chinesezerotohero.teachable.com/courses/191830/lectures/2949117
120,2.15.2,都 TIME/A/V 了,,dōu TIME/A/V le ,"It’s already TIME, is already A, has already V’ed",,都8点了，快点儿起床吧。,"It’s already 8, get up quick!",https://chinesezerotohero.teachable.com/courses/191830/lectures/2949116
121,3.01.1,V 好,,V hǎo ,done V-ing,,饭还没做好，请你等一会儿。,"The food is not cooked yet, please wait awhile.",https://chinesezerotohero.teachable.com/courses/182498/lectures/2763802
122,3.01.2,一 + M + N + 也／都 + 不 + V,,yī + M + N + yě／ dōu + bù + V ,not V even one N,,我一个苹果也不吃。,I’m not eating any apples. (Lit. I don’t eat even one apple.),https://chinesezerotohero.teachable.com/courses/182498/lectures/2763808
123,3.01.3,那,,nà ,so then,,你不去，那我也不去了。,"[If] you don’t go, then I won’t go either.",https://chinesezerotohero.teachable.com/courses/182498/lectures/2763809
124,3.01.3,那也,,nà yě ,but still,,A: 我早就复习好了。B: 那也不能一直玩儿啊。,"A: I’ve done my reviewed a long time ago already.
B: But still [you] shouldn’t be playing all the time.",https://chinesezerotohero.teachable.com/courses/182498/lectures/2763809
125,3.02.1,V1了就 V2,,V1 le jiù V2,V2 as soon as V1,,爸爸回来了我们就吃饭。,We’ll eat when dad comes back.,https://chinesezerotohero.teachable.com/courses/182498/lectures/2763990
126,3.02.2,V 来／去,,V lái／ qù ,(complements of direction),,我们在楼上等你呢，你上来吧。,"We are upstairs waiting, please come up.",https://chinesezerotohero.teachable.com/courses/182498/lectures/2763993
127,3.02.2,V somewhere 来／去,,V somewhere lái／ qù ,(complements of direction),,朋友回家去了。,[My] friend went back home.,https://chinesezerotohero.teachable.com/courses/182498/lectures/2763993
128,3.02.2,V O 来／去,,V O lái／ qù ,(complements of direction),,明天要带作业来。,You need to bring [your] homework tomorrow.,https://chinesezerotohero.teachable.com/courses/182498/lectures/2763993
129,3.02.2,V 来／去 O,,V lái／ qù O ,(complements of direction),,明天要带来作业。,Bring [your] homework tomorrow.,https://chinesezerotohero.teachable.com/courses/182498/lectures/2763993
130,3.02.3,能……吗？,,néng…… ma？ ,how can you…?,,你不做作业，也不练习，能学好汉语吗？,"You don't do [your] homework, don't practice, how can you [possibly] learn Chinese well?",https://chinesezerotohero.teachable.com/courses/182498/lectures/2763994
131,3.03.1,N1 还是 N2 ?,,N1 háishi N2 ?,N1 or N2 ?,,你要喝咖啡还是喝茶？,Do you want coffee or tea?,https://chinesezerotohero.teachable.com/courses/182498/lectures/2764004
132,3.03.1,N1 或者 N2,,N1 huòzhě N2,either N1 or N21,,天冷了或者工作累了的时候，喝杯热茶很舒服。,"When the weather is cold or when you’re tired from work, it is very comfortable to drink a cup of hot tea.",https://chinesezerotohero.teachable.com/courses/182498/lectures/2764004
133,3.03.1,N1 还是 N2,,N1 háishi N2,N1 or N2 (in question-like clauses),,我还没想好去爬山还是去看电影。,I haven't decided whether to go hiking or to go to the movies.,https://chinesezerotohero.teachable.com/courses/182498/lectures/2764004
134,3.03.2,PLACE + V + 着 + N,,PLACE + V + zhe + N ,There is N V’ed in PLACE.,,桌子上放着一杯咖啡。,There is a cup of coffee placed on the table.,https://chinesezerotohero.teachable.com/courses/182498/lectures/2764006
135,3.03.2,PLACE + 没 + V + 着 + N,,PLACE + méi + V + zhe + N ,There is not N V’ed in PLACE.,,桌子上没放着咖啡。,There was no coffee placed on the table.,https://chinesezerotohero.teachable.com/courses/182498/lectures/2764006
136,3.03.3,会 + V / A + (的）,,huì + V / A + ( de） ,"will V, will be A",,你穿得那么少，会感冒的。,"You wear so little, you will catch a cold.",https://chinesezerotohero.teachable.com/courses/182498/lectures/2764008
137,3.04.1,又……又……,,yòu…… yòu…… ,not only… but also…,,这个西瓜又大又甜。,This watermelon is big and sweet.,https://chinesezerotohero.teachable.com/courses/182498/lectures/2764056
138,3.04.2,V1 + 着 + V2,,V1 + zhe + V2,V1-ing while V2-ing,,弟弟吃着苹果写作业。,The younger brother is doing homework while eating [an] apple.,https://chinesezerotohero.teachable.com/courses/182498/lectures/2764058
139,3.05.1,A 了,,A le ,become A,,昨天吃了感冒药，现在好一些了。,"I took flu medicine yesterday, and I’m better now.",https://chinesezerotohero.teachable.com/courses/182498/lectures/2764062
140,3.05.1,V 了,,V le ,(didn’t V but) now V,,现在我可以穿漂亮的裙子了。,Now I can wear a beautiful dress.,https://chinesezerotohero.teachable.com/courses/182498/lectures/2764062
141,3.05.2,越来越 + A + (了),,yuèláiyuè + A + ( le) ,more and more A,,你最近越来越帅了。,You’re more and more handsome these days.,https://chinesezerotohero.teachable.com/courses/182498/lectures/2764067
142,3.06.1,V + 得 + RESULT,,V + dé + RESULT ,can V to RESULT,,我看得清楚那个汉字。,I can see the Chinese character clearly.,https://chinesezerotohero.teachable.com/courses/182498/lectures/2764075
143,3.06.1,V + 得 + DIRECTION,,V + dé + DIRECTION ,can V to DIRECTION,,楼这么高，你上得来吗？,"The building is so high, are you able to come up?",https://chinesezerotohero.teachable.com/courses/182498/lectures/2764075
144,3.06.1,V + 不 + result,,V + bù + result ,cannot V to RESULT,,我找不到好饭馆。,I can't seek out a good restaurant.,https://chinesezerotohero.teachable.com/courses/182498/lectures/2764075
145,3.06.1,V + 不 + direction,,V + bù + direction ,cannot V to DIRECTION,,楼太高了，我上不去。,"The building is too high, I can't go up.",https://chinesezerotohero.teachable.com/courses/182498/lectures/2764075
146,3.06.2,N 呢?,,N ne? ,where is N?,,你的书呢？,Where is your book?,https://chinesezerotohero.teachable.com/courses/182498/lectures/2764079
